id,count
646,210.91
648,202.16
650,34.7
651,192.14
652,261.18
656,98.63
657,19.8
659,72.26
660,189.96
662,100.2
665,383.63
675,315.18
681,153.51
682,220.25
685,18.48
686,224.95
689,25.04
696,129.07
703,138.06
704,97.24
705,111.85
714,236.46
717,107.16
718,15.6
720,84.76
721,254.51
723,230.91
726,186.17
728,138.8
730,192.5
731,26.42
734,334.81
737,67.63
738,18.42
745,159.82
746,25.7
749,230.29
752,26.15
753,172.64
758,235.95
765,16.12
766,239.74
768,87.06
769,193.23
774,128.94
775,106.13
781,60.87
784,336.3
794,18.71
795,266.95
796,84.17
802,172.43
803,219.7
805,34.57
806,294.07
807,105.88
809,16.24
810,165.05
812,191.48
814,114.67
818,255.84
819,137.4
825,67.97
836,110.75
839,116.88
847,257.63
848,170.41
851,113.04
852,131.45
853,36.14
857,152.06
858,41.9
859,225.58
861,21.69
867,95.39
870,211.38
871,221.75
872,237.3
874,369.27
881,229.28
886,130.87
890,60.27
895,159.42
899,90.84
900,264.11
901,253.97
902,263.73
903,37.29
913,256.88
918,183.26
923,119.79
924,37.66
926,27.88
927,18.19
930,214.56
934,31.72
937,120.67
939,125.83
941,93.73
942,381.8
946,285.4
950,96.49
953,86.13
959,95.73
961,29.99
962,92.1
964,117.69
969,188.86
971,139.74
976,38.66
978,238.28
980,245.89
981,139.66
990,375.99
993,18.61
996,19.56
998,332.98
999,191.49
1006,120.69
1008,15.28
1013,29.41
1015,96.98
1016,120.86
1022,303.37
1026,226.59
1028,257.63
1031,54.58
1034,57.36
1037,204.39
1040,65.4
1042,18.9
1046,18.35
1048,102.63
1049,108.6
1050,68.28
1051,200.89
1052,244.87
1055,190.08
1060,157.09
1064,29.87
1066,67.69
1071,96.41
1073,14.0
1089,201.97
1091,100.54
1092,64.34
1093,231.76
1096,313.48
1097,223.42
1098,18.48
1099,39.39
1102,165.41
1107,102.37
1109,37.82
1111,136.17
1112,110.91
1114,303.21
1116,298.88
1117,123.08
1118,75.29
1122,134.88
1124,179.39
1127,121.91
1133,242.43
1134,36.61
1135,142.57
1139,303.3
1143,56.38
1150,119.65
1151,106.74
1153,272.97
1155,28.71
1162,30.05
1163,227.58
1166,23.71
1171,89.55
1172,15.24
1173,253.31
1174,78.39
1177,119.85
1178,182.26
1184,172.57
1185,110.29
1186,117.17
1187,167.07
1188,295.8
1191,134.4
1207,126.88
1213,45.03
1215,135.93
1223,168.74
1227,114.71
1236,56.61
1237,55.73
1238,18.13
1241,29.77
1248,17.61
1250,39.08
1251,163.34
1253,113.74
1255,98.52
1257,184.66
1261,112.11
1262,341.44
1265,118.17
1273,170.07
1277,262.86
1278,115.46
1280,116.14
1284,224.84
1285,335.6
1288,33.62
1295,115.06
1297,348.73
1299,251.28
1304,146.96
1308,40.5
1310,93.63
1311,119.18
1314,97.29
1315,107.9
1318,30.71
1320,322.85
1321,294.12
1322,218.21
1330,121.83
1333,156.23
1334,238.72
1341,135.28
1344,129.37
1351,243.59
1354,103.87
1356,52.95
1363,120.29
1365,191.28
1369,124.88
1373,115.78
1375,115.99
1377,95.13
1379,145.32
1380,275.14
1381,98.17
1384,173.9
1390,179.5
1393,235.36
1395,54.53
1399,315.13
1400,89.32
1401,182.2
1404,171.78
1408,13.65
1409,28.42
1413,231.6
1416,285.23
1418,101.53
1423,101.15
1424,28.64
1425,14.75
1433,251.92
1434,145.53
1436,323.3
1442,249.77
1444,89.31
1445,110.17
1452,221.52
1455,171.67
1462,65.85
1467,72.36
1472,44.47
1475,195.24
1493,121.76
1501,228.4
1503,294.59
1504,220.69
1505,15.23
1511,227.34
1512,56.32
1513,91.3
1514,35.73
1528,241.67
1533,238.23
1534,30.74
1536,152.39
1537,66.59
1539,221.88
1550,218.53
1552,210.52
1554,204.46
1555,373.67
1556,99.95
1559,36.76
1563,246.98
1566,147.51
1567,184.28
1568,30.39
1571,232.65
1572,19.14
1574,56.13
1577,17.74
1583,93.25
1585,29.8
1586,202.58
1587,182.98
1596,157.41
1602,35.28
1604,86.93
1605,34.56
1610,304.44
1611,96.76
1616,37.26
1617,98.82
1618,15.31
1622,43.37
1623,32.42
1628,311.96
1631,16.5
1632,178.32
1633,244.32
1634,326.75
1636,219.12
1637,100.59
1643,140.41
1644,105.34
1646,104.34
1648,210.55
1651,34.06
1656,19.11
1658,154.73
1659,18.46
1665,165.18
1666,143.92
1670,34.93
1674,141.72
1679,198.0
1680,223.41
1683,330.53
1686,29.25
1691,98.42
1693,38.48
1696,39.32
1697,99.75
1703,102.62
1706,27.76
1709,173.43
1710,91.06
1712,195.13
1713,126.44
1718,344.41
1719,177.77
1722,284.46
1723,118.1
1724,275.84
1728,60.51
1730,32.78
1732,27.86
1737,36.73
1745,88.07
1747,14.59
1748,13.19
1755,100.08
1759,17.92
1761,273.11
1764,209.18
1765,152.1
1766,88.6
1768,105.19
1770,30.04
1771,144.14
1774,96.44
1785,126.49
1788,178.91
1792,15.34
1794,226.05
1797,123.54
1798,13.68
1799,260.19
1802,101.89
1806,45.28
1808,84.95
1810,245.74
1818,118.5
1819,378.68
1820,276.09
1822,222.45
1826,234.31
1827,175.01
1835,18.82
1841,115.37
1842,138.21
1843,18.5
1846,48.63
1849,89.54
1850,223.46
1851,200.69
1857,57.38
1858,187.8
1860,95.78
1861,246.18
1864,114.88
1869,321.77
1871,66.19
1872,32.34
1875,16.32
1878,210.77
1879,228.98
1885,91.88
1888,113.64
1889,32.24
1890,92.33
1896,124.4
1897,181.94
1898,113.58
1900,103.17
1905,36.94
1908,119.89
1909,97.76
1913,66.71
1918,112.96
1922,319.53
1923,130.35
1925,249.84
1926,129.92
1927,302.68
1930,205.91
1935,79.18
1939,117.5
1942,95.56
1943,63.65
1948,246.12
1949,249.48
1951,107.52
1953,116.01
1959,129.02
1963,17.6
1967,122.69
1973,265.65
1975,27.97
1976,85.41
1990,114.78
1993,121.12
1997,172.57
1999,128.82
2001,284.6
2004,86.76
2010,101.59
2013,130.59
2017,294.12
2021,102.7
2023,150.42
2026,144.12
2037,34.01
2039,174.71
2041,16.16
2046,28.13
2050,16.66
2060,234.92
2067,104.93
2069,177.17
2072,256.17
2074,153.12
2079,122.33
2083,27.87
2085,166.61
2087,15.2
2093,145.81
2094,29.08
2097,36.17
2103,99.96
2104,57.54
2107,224.7
2108,20.38
2110,88.48
2115,174.52
2117,29.24
2125,314.22
2127,263.38
2133,15.78
2134,370.86
2135,120.92
2141,259.96
2143,41.22
2145,88.34
2146,30.06
2147,270.41
2148,59.24
2149,68.58
2165,118.14
2166,149.57
2177,187.88
