id,count
890,61.72
895,175.02
899,90.85
900,280.69
901,248.16
902,253.41
903,42.68
913,242.67
918,185.87
923,125.51
924,35.2
926,27.65
927,18.02
930,218.2
934,31.63
937,132.14
939,118.94
941,88.2
942,377.22
946,274.26
950,97.23
953,82.36
959,97.42
961,29.62
962,97.65
964,112.31
969,180.83
971,143.69
976,40.06
978,235.62
980,246.2
981,140.02
990,374.93
993,18.91
996,19.18
998,326.19
999,198.08
1006,118.29
1008,15.7
1013,28.5
1015,100.15
1016,119.23
1022,301.54
1026,229.01
1028,236.99
1031,67.37
1034,51.73
1037,206.61
1040,61.17
1042,18.08
1046,16.4
1048,102.32
1049,106.57
1050,64.16
1051,204.3
1052,241.59
1055,191.44
1060,149.18
1064,28.78
1066,73.0
1071,95.94
1073,14.12
1089,201.63
1091,98.81
1092,76.54
1093,230.5
1096,309.57
1097,222.2
1098,17.57
1099,38.0
1102,183.64
1107,107.46
1109,39.81
1111,129.76
1112,110.73
1114,312.03
1116,294.94
1117,115.39
1118,86.2
1122,130.58
1124,175.07
1127,119.71
1133,219.76
1134,36.28
1135,146.7
1139,299.21
1143,53.72
1150,116.06
1151,107.04
1153,282.08
1155,28.88
1162,29.73
1163,217.6
1166,20.83
1171,87.38
1172,15.23
1173,239.03
1174,80.05
1177,120.37
1178,185.26
1184,173.2
1185,113.69
1186,119.72
1187,156.38
1188,287.98
1191,135.32
1207,121.03
1213,44.19
1215,134.11
1223,178.82
1227,116.87
1236,53.4
1237,58.25
1238,17.11
1241,30.44
1248,15.74
1250,37.16
1251,165.63
1253,113.45
1255,95.4
1257,187.8
1261,116.23
1262,345.44
1265,128.54
1273,181.72
1277,264.04
1278,114.34
1280,112.19
1284,238.0
1285,331.05
1288,32.74
1295,115.38
1297,350.06
1299,252.2
1304,142.5
1308,40.37
1310,96.27
1311,120.11
1314,97.41
1315,109.88
1318,30.08
1320,325.15
1321,295.01
1322,239.24
1330,115.44
1333,165.02
1334,226.9
1341,129.01
1344,125.5
1351,235.78
1354,105.86
1356,56.55
1363,119.88
1365,209.62
1369,128.77
1373,115.59
1375,111.07
1377,92.15
1379,127.7
1380,277.96
1381,99.69
1384,171.76
1390,172.99
1393,240.32
1395,55.15
1399,318.79
1400,83.61
1401,165.02
1404,178.61
1408,14.0
1409,27.4
1413,217.1
1416,274.79
1418,102.27
1423,101.68
1424,28.47
1425,15.64
1433,243.83
1434,148.78
1436,328.69
1442,250.75
1444,88.95
1445,131.54
1452,226.9
1455,164.19
1462,64.12
1467,72.75
1472,40.95
1475,184.15
1493,111.87
1501,224.18
1503,298.68
1504,214.06
1505,15.34
1511,227.96
1512,57.23
1513,91.71
1514,34.81
1528,245.02
1533,230.4
1534,29.81
1536,150.35
1537,72.71
1539,255.44
1550,225.04
1552,215.19
1554,204.91
1555,365.14
1556,101.23
1559,34.03
1563,234.84
1566,150.87
1567,178.95
1568,30.22
1571,233.26
1572,17.36
1574,52.73
1577,16.84
1583,93.18
1585,31.24
1586,200.56
1587,191.39
1596,142.79
1602,35.51
1604,79.11
1605,32.57
1610,306.23
1611,97.32
1616,32.85
1617,99.85
1618,15.66
1622,41.58
1623,31.52
1628,308.25
1631,16.87
1632,191.51
1633,230.3
1634,317.43
1636,224.71
1637,100.77
1643,124.04
1644,106.87
1646,101.99
1648,212.94
1651,35.62
1656,18.25
1658,148.79
1659,17.09
1665,166.86
1666,148.23
1670,39.6
1674,147.85
1679,202.78
1680,204.63
1683,334.61
1686,28.17
1691,99.99
1693,36.16
1696,39.18
1697,101.18
1703,105.18
1706,28.14
1709,167.53
1710,89.94
1712,198.43
1713,127.5
1718,346.46
1719,180.87
1722,277.19
1723,127.32
1724,285.97
1728,62.61
1730,30.55
1732,28.21
1737,34.67
1745,91.57
1747,13.69
1748,13.62
1755,103.7
1759,16.35
1761,269.28
1764,223.07
1765,145.42
1766,91.46
1768,107.97
1770,29.54
1771,146.42
1774,101.13
1785,123.22
1788,185.78
1792,14.3
1794,229.78
1797,128.69
1798,13.79
1799,270.93
1802,104.23
1806,42.97
1808,77.26
1810,246.57
1818,115.53
1819,379.22
1820,282.35
1822,218.32
1826,213.49
1827,170.05
1835,17.85
1841,113.5
1842,115.2
1843,16.46
1846,46.34
1849,92.35
1850,218.66
1851,184.47
1857,58.15
1858,179.88
1860,98.23
1861,241.3
1864,113.29
1869,317.34
1871,64.58
1872,27.32
1875,17.38
1878,226.03
1879,244.02
1885,90.04
1888,114.87
1889,29.92
1890,97.34
1896,119.49
1897,174.54
1898,119.99
1900,109.9
1905,39.07
1908,117.73
1909,101.94
1913,69.99
1918,113.53
1922,311.94
1923,128.18
1925,267.17
1926,119.64
1927,298.54
1930,194.97
1935,62.08
1939,117.95
1942,98.15
1943,85.05
1948,243.22
1949,261.99
1951,107.85
1953,115.91
1959,118.5
1963,16.73
1967,132.11
1973,261.64
1975,27.17
1976,86.47
1990,113.04
1993,115.84
1997,170.08
1999,125.8
2001,305.62
2004,88.46
2010,106.05
2013,131.98
2017,296.02
2021,93.71
2023,146.13
2026,137.52
2037,28.8
2039,181.13
2041,16.78
2046,28.49
2050,16.66
2060,232.21
2067,105.92
2069,155.8
2072,254.72
2074,130.18
2079,122.05
2083,27.37
2085,169.59
2087,16.51
2093,141.46
2094,30.82
2097,35.71
2103,95.35
2104,57.59
2107,214.77
2108,20.57
2110,92.87
2115,176.65
2117,30.44
2125,309.31
2127,266.87
2133,15.31
2134,366.78
2135,126.25
2141,257.5
2143,41.04
2145,86.03
2146,29.4
2147,278.58
2148,60.32
2149,73.65
2165,125.23
2166,159.52
2177,177.58
