id,count
807,90.0
809,20.0
810,151.0
812,222.0
814,132.0
818,252.0
819,115.0
825,137.0
836,114.0
839,97.0
847,252.0
848,267.0
851,229.0
852,121.0
853,49.0
857,133.0
858,40.0
859,252.0
861,21.0
867,95.0
870,252.0
871,213.0
872,258.0
874,431.0
881,246.0
886,112.0
890,137.0
895,167.0
899,75.0
900,278.0
901,282.0
902,130.0
903,49.0
913,226.0
918,150.0
923,5.0
924,44.0
926,34.0
927,19.0
930,213.0
934,44.0
937,138.0
939,102.0
941,103.0
942,425.0
946,278.0
950,92.0
953,66.0
959,165.0
961,27.0
962,103.0
964,134.0
969,233.0
971,107.0
976,19.0
978,315.0
980,278.0
981,120.0
990,425.0
993,17.0
996,16.0
998,293.0
999,284.0
1006,94.0
1008,9.0
1013,19.0
1015,92.0
1016,104.0
1022,278.0
1026,214.0
1028,304.0
1031,37.0
1034,137.0
1037,130.0
1040,137.0
1042,19.0
1046,19.0
1048,90.0
1049,97.0
1050,137.0
1051,111.0
1052,214.0
1055,241.0
1060,92.0
1064,15.0
1066,15.0
1071,90.0
1073,14.0
1089,123.0
1091,104.0
1092,98.0
1093,241.0
1096,278.0
1097,216.0
1098,16.0
1099,40.0
1102,115.0
1107,117.0
1109,15.0
1111,46.0
1112,94.0
1114,310.0
1116,331.0
1117,113.0
1118,24.0
1122,120.0
1124,284.0
1127,137.0
1133,158.0
1134,44.0
1135,5.0
1139,278.0
1143,137.0
1150,124.0
1151,94.0
1153,278.0
1155,34.0
1162,35.0
1163,229.0
1166,14.0
1171,69.0
1172,15.0
1173,226.0
1174,85.0
1177,75.0
1178,214.0
1184,222.0
1185,94.0
1186,135.0
1187,272.0
1188,278.0
1191,112.0
1207,107.0
1213,45.0
1215,97.0
1223,304.0
1227,94.0
1236,137.0
1237,137.0
1238,19.0
1241,29.0
1248,19.0
1250,37.0
1251,97.0
1253,124.0
1255,92.0
1257,126.0
1261,132.0
1262,380.0
1265,120.0
1273,163.0
1277,278.0
1278,107.0
1280,124.0
1284,213.0
1285,278.0
1288,34.0
1295,108.0
1297,398.0
1299,239.0
1304,138.0
1308,40.0
1310,92.0
1311,221.0
1314,117.0
1315,119.0
1318,42.0
1320,278.0
1321,331.0
1322,278.0
1330,91.0
1333,163.0
1334,127.0
1341,120.0
1344,102.0
1351,127.0
1354,74.0
1356,137.0
1363,111.0
1365,213.0
1369,221.0
1373,137.0
1375,108.0
1377,80.0
1379,107.0
1380,278.0
1381,74.0
1384,151.0
1390,309.0
1393,315.0
1395,137.0
1399,286.0
1400,116.0
1401,236.0
1404,221.0
1408,2.0
1409,5.0
1413,213.0
1416,331.0
1418,92.0
1423,117.0
1424,34.0
1425,17.0
1433,219.0
1434,153.0
1436,369.0
1442,278.0
1444,75.0
1445,138.0
1452,123.0
1455,163.0
1462,137.0
1467,37.0
1472,22.0
1475,241.0
1493,83.0
1501,229.0
1503,310.0
1504,164.0
1505,20.0
1511,246.0
1512,137.0
1513,93.0
1514,34.0
1528,173.0
1533,309.0
1534,35.0
1536,124.0
1537,103.0
1539,316.0
1550,213.0
1552,214.0
1554,214.0
1555,431.0
1556,74.0
1559,5.0
1563,127.0
1566,229.0
1567,214.0
1568,30.0
1571,216.0
1572,27.0
1574,137.0
1577,20.0
1583,88.0
1585,35.0
1586,214.0
1587,151.0
1596,151.0
1602,5.0
1604,15.0
1605,33.0
1610,278.0
1611,95.0
1616,46.0
1617,92.0
1618,18.0
1622,22.0
1623,20.0
1628,278.0
1631,11.0
1632,284.0
1633,244.0
1634,293.0
1636,127.0
1637,95.0
1643,236.0
1644,90.0
1646,103.0
1648,216.0
1651,22.0
1656,24.0
1658,173.0
1659,22.0
1665,222.0
1666,173.0
1670,31.0
1674,109.0
1679,188.0
1680,304.0
1683,369.0
1686,46.0
1691,92.0
1693,22.0
1696,46.0
1697,89.0
1703,117.0
1706,30.0
1709,125.0
1710,86.0
1712,215.0
1713,199.0
1718,300.0
1719,284.0
1722,278.0
1723,199.0
1724,252.0
1728,15.0
1730,34.0
1732,21.0
1737,22.0
1745,98.0
1747,19.0
1748,2.0
1755,91.0
1759,19.0
1761,278.0
1764,274.0
1765,151.0
1766,98.0
1768,68.0
1770,35.0
1771,138.0
1774,87.0
1785,132.0
1788,188.0
1792,17.0
1794,244.0
1797,150.0
1798,14.0
1799,215.0
1802,92.0
1806,70.0
1808,117.0
1810,188.0
1818,86.0
1819,425.0
1820,278.0
1822,244.0
1826,127.0
1827,158.0
1835,22.0
1841,111.0
1842,75.0
1843,24.0
1846,51.0
1849,226.0
1850,102.0
1851,241.0
1857,137.0
1858,175.0
1860,87.0
1861,213.0
1864,135.0
1869,331.0
1871,137.0
1872,3.0
1875,8.0
1878,309.0
1879,205.0
1885,94.0
1888,22.0
1889,46.0
1890,92.0
1896,102.0
1897,152.0
1898,151.0
1900,68.0
1905,7.0
1908,135.0
1909,90.0
1913,137.0
1918,79.0
1922,310.0
1923,151.0
1925,252.0
1926,339.0
1927,293.0
1930,213.0
1935,15.0
1939,75.0
1942,90.0
1943,60.0
1948,291.0
1949,278.0
1951,119.0
1953,108.0
1959,92.0
1963,22.0
1967,124.0
1973,278.0
1975,32.0
1976,30.0
1990,111.0
1993,75.0
1997,180.0
1999,151.0
2001,293.0
2004,98.0
2010,95.0
2013,91.0
2017,278.0
2021,113.0
2023,180.0
2026,153.0
2037,5.0
2039,241.0
2041,15.0
2046,33.0
2050,23.0
2060,127.0
2067,92.0
2069,199.0
2072,278.0
2074,132.0
2079,93.0
2083,32.0
2085,222.0
2087,11.0
2093,135.0
2094,15.0
2097,5.0
2103,95.0
2104,137.0
2107,115.0
2108,5.0
2110,86.0
2115,158.0
2117,34.0
2125,293.0
2127,214.0
2133,19.0
2134,431.0
2135,150.0
2141,213.0
2143,43.0
2145,78.0
2146,35.0
2147,305.0
2148,137.0
2149,137.0
2165,135.0
2166,142.0
2177,241.0
