id,value
426,11500000.0
427,20500000.0
428,12500000.0
429,22500000.0
431,12000000.0
432,15500000.0
433,17500000.0
439,8500000.0
443,15000000.0
444,19500000.0
446,19500000.0
449,19500000.0
456,18500000.0
457,13500000.0
464,12500000.0
468,19500000.0
472,12500000.0
474,13000000.0
483,12000000.0
488,15500000.0
494,11500000.0
499,8500000.0
505,12000000.0
506,15500000.0
510,14500000.0
511,10000000.0
512,8000000.0
517,8000000.0
521,14000000.0
522,8500000.0
523,13000000.0
526,11000000.0
531,8000000.0
540,1000000.0
547,6000000.0
555,18000000.0
556,18000000.0
563,5500000.0
564,16000000.0
566,10000000.0
573,9000000.0
574,18000000.0
581,18000000.0
588,14500000.0
590,16500000.0
591,16500000.0
595,15500000.0
596,14500000.0
597,17500000.0
599,14000000.0
600,10000000.0
602,12500000.0
603,12000000.0
606,15500000.0
613,12000000.0
615,11500000.0
620,16000000.0
623,12000000.0
624,12500000.0
628,10500000.0
630,14000000.0
635,16000000.0
636,15000000.0
638,16000000.0
662,9000000.0
664,13000000.0
665,11500000.0
670,13000000.0
672,12000000.0
677,12500000.0
680,9500000.0
695,9000000.0
705,8500000.0
713,8000000.0
716,5500000.0
717,8000000.0
720,12500000.0
723,12000000.0
725,14500000.0
731,7500000.0
733,7500000.0
734,12500000.0
738,13000000.0
740,12000000.0
743,13000000.0
747,12000000.0
750,13500000.0
752,12500000.0
753,8500000.0
756,10500000.0
758,10000000.0
768,15500000.0
770,11000000.0
772,9500000.0
773,11000000.0
791,13000000.0
793,14000000.0
794,12000000.0
798,13000000.0
799,7500000.0
801,14000000.0
804,14000000.0
805,13000000.0
811,10500000.0
822,13000000.0
824,11000000.0
827,11000000.0
828,11000000.0
832,10000000.0
837,11000000.0
844,10000000.0
851,9500000.0
852,9500000.0
854,10000000.0
856,12500000.0
860,10000000.0
867,6500000.0
877,9500000.0
880,3600000.0
883,10000000.0
885,8000000.0
889,11000000.0
891,8000000.0
894,3600000.0
897,9000000.0
898,9000000.0
899,4700000.0
904,10500000.0
906,10500000.0
907,7000000.0
910,8000000.0
915,2400000.0
917,9000000.0
919,9500000.0
925,7500000.0
928,6500000.0
940,3600000.0
945,9000000.0
946,9000000.0
951,8500000.0
953,10000000.0
959,4700000.0
961,7000000.0
963,6500000.0
965,3600000.0
971,5000000.0
973,6500000.0
983,4500000.0
985,9000000.0
997,6500000.0
998,6500000.0
999,9000000.0
1004,2900000.0
1012,5000000.0
1014,11500000.0
1021,5000000.0
1024,8500000.0
1028,11500000.0
1034,8500000.0
1037,6500000.0
1038,12500000.0
1041,8500000.0
1043,7000000.0
1044,12500000.0
1048,11500000.0
1054,14500000.0
1058,8500000.0
1059,7000000.0
1061,12000000.0
1068,2700000.0
1070,6500000.0
1075,11000000.0
1076,4500000.0
1078,8000000.0
1080,7000000.0
1082,12500000.0
1084,2400000.0
1085,6500000.0
1088,11500000.0
1091,11000000.0
1094,14500000.0
1096,8500000.0
1099,9000000.0
1101,9000000.0
1103,9500000.0
1107,10500000.0
1108,10500000.0
1110,6500000.0
1117,9000000.0
1119,9500000.0
1120,9000000.0
1122,9000000.0
1130,14500000.0
1136,16000000.0
1137,6500000.0
1139,12000000.0
1140,11000000.0
1141,12500000.0
1144,9000000.0
1148,9000000.0
1165,7000000.0
1168,15500000.0
1174,10500000.0
1179,10000000.0
1187,10500000.0
1188,10000000.0
1190,2700000.0
1196,7500000.0
1197,4700000.0
1200,10000000.0
1201,10000000.0
1203,4900000.0
1205,8500000.0
1208,8500000.0
1212,8000000.0
1213,7500000.0
1214,10500000.0
1217,7500000.0
1224,6000000.0
1228,11500000.0
1229,5000000.0
1239,7500000.0
1240,7500000.0
1247,11500000.0
1259,11500000.0
1261,8500000.0
1265,8000000.0
1268,8000000.0
1269,1000000.0
1271,11000000.0
1274,8000000.0
1275,8000000.0
1276,9500000.0
1277,3400000.0
1278,8500000.0
1288,6500000.0
1291,8000000.0
1296,8500000.0
1297,6000000.0
1302,10500000.0
1304,10000000.0
1306,7500000.0
1307,3000000.0
1309,2200000.0
1310,8000000.0
1314,7000000.0
1316,8000000.0
1317,11000000.0
1323,5000000.0
1324,7500000.0
1325,9000000.0
1326,1600000.0
1331,5000000.0
1333,6000000.0
1334,6000000.0
1335,6000000.0
1337,8500000.0
1347,10500000.0
1348,5500000.0
1354,7500000.0
1355,4700000.0
1358,10000000.0
1362,8500000.0
1363,3800000.0
1375,8000000.0
1377,8500000.0
1380,11000000.0
1382,6500000.0
1391,4700000.0
1397,6500000.0
1400,6000000.0
1401,7500000.0
1405,11500000.0
1408,7500000.0
1409,7500000.0
1411,7000000.0
1417,5000000.0
1420,12000000.0
1421,9500000.0
1425,6000000.0
1428,5000000.0
1431,10000000.0
1436,7500000.0
1448,5500000.0
1450,6500000.0
1458,7500000.0
1459,10500000.0
1463,5000000.0
1471,11000000.0
1473,8000000.0
1474,7500000.0
1476,9500000.0
1482,7500000.0
1487,6000000.0
1491,10500000.0
1496,4300000.0
1497,7500000.0
1498,9000000.0
1504,8500000.0
1507,9500000.0
1509,7000000.0
1513,7000000.0
1518,6000000.0
1519,5000000.0
1522,8000000.0
1532,9000000.0
1534,12000000.0
1538,8500000.0
1542,6000000.0
1544,7000000.0
1549,8500000.0
1558,8000000.0
1562,6500000.0
1563,6500000.0
1564,7000000.0
1565,3800000.0
1568,5000000.0
1569,7000000.0
1570,5500000.0
1573,5000000.0
1574,7000000.0
1578,6500000.0
1580,9000000.0
1581,2700000.0
1585,6500000.0
1591,3200000.0
1598,6500000.0
1600,8000000.0
1609,7000000.0
1614,8000000.0
1619,8000000.0
1628,7500000.0
1630,7000000.0
1633,6500000.0
1638,6500000.0
1651,2700000.0
1652,7000000.0
1659,6500000.0
1663,7000000.0
1667,1600000.0
1668,7000000.0
1670,7500000.0
1671,9000000.0
1675,5000000.0
1678,7000000.0
1681,8000000.0
1683,6500000.0
1687,7500000.0
1689,8500000.0
1690,6500000.0
1697,9000000.0
1700,6500000.0
1711,6000000.0
1713,4800000.0
1720,6500000.0
1723,9500000.0
1729,8000000.0
1730,7000000.0
1735,8500000.0
1736,7000000.0
1737,5500000.0
1738,6500000.0
1741,8500000.0
1747,9500000.0
1753,6500000.0
1755,7000000.0
1764,5500000.0
1766,7500000.0
1770,2700000.0
1775,5000000.0
1776,6500000.0
1783,6500000.0
1789,7500000.0
1794,7000000.0
1795,5500000.0
1799,9500000.0
1802,5500000.0
1805,900000.0
1808,8500000.0
1811,5500000.0
1812,8000000.0
1813,8500000.0
1816,8500000.0
1817,9000000.0
1820,900000.0
1828,7000000.0
1837,8000000.0
1838,9000000.0
1840,4900000.0
1841,9500000.0
1842,8500000.0
1843,5500000.0
1845,8000000.0
1847,4400000.0
1848,6500000.0
1853,6500000.0
1855,8500000.0
1856,7500000.0
1861,8500000.0
1864,8000000.0
1871,5000000.0
1873,4400000.0
1874,8000000.0
1875,8500000.0
1876,6500000.0
1877,4000000.0
1885,7500000.0
1887,8000000.0
1894,7000000.0
1896,8500000.0
1897,9500000.0
1905,6666666.666666667
1908,2700000.0
1909,9500000.0
1912,5000000.0
1918,9500000.0
1922,8500000.0
1923,7000000.0
1926,8500000.0
1930,5500000.0
1935,8000000.0
1949,5000000.0
1960,5000000.0
1967,6500000.0
1968,7000000.0
1969,4500000.0
1973,5500000.0
1974,5500000.0
1976,1600000.0
1977,6666666.666666667
1978,9500000.0
1982,7000000.0
1986,4200000.0
1996,7000000.0
2002,3800000.0
2010,9000000.0
2013,7000000.0
2014,4400000.0
2024,6000000.0
2026,1200000.0
2027,6000000.0
2028,5500000.0
2031,2300000.0
2033,5500000.0
2038,7500000.0
2041,3800000.0
2047,5500000.0
2054,6000000.0
2055,7000000.0
2057,6500000.0
2059,5500000.0
2062,6000000.0
2063,6500000.0
2074,1300000.0
2077,6000000.0
2089,7000000.0
2092,7500000.0
2095,4200000.0
2099,6500000.0
2108,7000000.0
2116,3300000.0
2117,8000000.0
2120,3600000.0
2130,4900000.0
2131,1700000.0
2133,5500000.0
2135,4900000.0
2138,2250000.0
2139,7500000.0
2140,8000000.0
2143,4300000.0
2144,6000000.0
2146,5500000.0
2148,1600000.0
2153,6500000.0
2160,3200000.0
2173,6000000.0
2179,6000000.0
2180,7500000.0
2181,2250000.0
2182,750000.0
2183,2800000.0
2184,6500000.0
2189,2800000.0
2190,7000000.0
2191,7000000.0
2192,7500000.0
2200,5500000.0
2205,3600000.0
2206,6000000.0
2207,6500000.0
2212,4400000.0
2215,1700000.0
2219,6000000.0
2229,7500000.0
2232,4900000.0
2238,5000000.0
2241,7500000.0
2244,3800000.0
2247,450000.0
2249,5500000.0
2250,750000.0
2254,6000000.0
2255,6000000.0
2262,6000000.0
2264,6500000.0
2268,7000000.0
2269,7500000.0
2281,3400000.0
2284,6500000.0
2288,4400000.0
2296,6000000.0
2299,6500000.0
2300,7000000.0
2302,7500000.0
2305,10000000.0
2310,5000000.0
2325,6000000.0
2327,4900000.0
2332,6500000.0
2333,4400000.0
2343,6500000.0
2347,7000000.0
2350,4400000.0
2356,6500000.0
2359,8500000.0
2365,4300000.0
2370,5000000.0
2372,7500000.0
2375,5500000.0
2382,6000000.0
2383,8000000.0
2386,4100000.0
2390,6500000.0
2398,3200000.0
2403,7000000.0
2406,5500000.0
2411,4800000.0
2418,3200000.0
2419,6000000.0
2422,6500000.0
2429,5500000.0
2430,6000000.0
2431,6500000.0
2434,4200000.0
2439,6000000.0
2443,6000000.0
2445,9000000.0
2449,7500000.0
2452,4300000.0
2456,6000000.0
2459,8500000.0
2465,5500000.0
2476,4400000.0
2485,6000000.0
2488,3300000.0
2490,6500000.0
2491,6500000.0
2492,5500000.0
2501,3500000.0
2503,6500000.0
2506,5500000.0
2508,4200000.0
2510,3200000.0
2513,7000000.0
2520,5500000.0
2521,4400000.0
2525,5500000.0
2526,1100000.0
2529,4900000.0
2530,4000000.0
2535,2000000.0
2536,3900000.0
2540,270000.0
2543,2100000.0
2547,4800000.0
2549,1200000.0
2558,4500000.0
2559,3900000.0
2562,4900000.0
2568,270000.0
2570,4000000.0
2571,3700000.0
2573,2000000.0
2575,4000000.0
2576,3100000.0
2577,2300000.0
2578,3000000.0
2581,4900000.0
2582,4100000.0
2583,5500000.0
2584,3900000.0
2586,1200000.0
2587,4000000.0
2595,2600000.0
2600,4300000.0
2603,4100000.0
2604,4500000.0
2605,3000000.0
2606,4700000.0
2610,5000000.0
2613,3800000.0
2630,4600000.0
2631,270000.0
2632,5500000.0
2652,4500000.0
2659,3400000.0
2662,5500000.0
2665,1800000.0
2667,4800000.0
2668,5500000.0
2672,3500000.0
2674,3100000.0
2675,3000000.0
2676,4300000.0
2678,3900000.0
2685,4300000.0
2689,2500000.0
2691,2700000.0
2694,4900000.0
2695,1900000.0
2697,3466666.6666666665
2699,4500000.0
2700,3000000.0
2701,2650000.0
2705,3900000.0
2716,3100000.0
2718,3200000.0
2721,3200000.0
2733,4400000.0
2737,1800000.0
2739,5500000.0
2748,4400000.0
2749,3700000.0
2752,3000000.0
2753,2600000.0
2755,270000.0
2765,2600000.0
2766,3000000.0
2774,3900000.0
2775,4000000.0
2776,4800000.0
2777,2600000.0
2779,3200000.0
2785,5500000.0
2786,7000000.0
2796,4500000.0
2797,2650000.0
2805,4900000.0
2807,4800000.0
2809,7000000.0
2810,3000000.0
2816,3000000.0
2817,4100000.0
2819,5000000.0
2827,4000000.0
2833,3800000.0
2835,4700000.0
2837,3500000.0
2841,5000000.0
2842,5000000.0
2843,4700000.0
2851,3100000.0
2854,6000000.0
2860,3200000.0
2863,2500000.0
2869,3500000.0
2874,1600000.0
2876,1200000.0
2877,4200000.0
2878,4100000.0
2882,6000000.0
2887,3200000.0
2889,4000000.0
2890,3600000.0
2903,4500000.0
2906,2400000.0
2910,5500000.0
2912,5000000.0
2913,3100000.0
2918,4400000.0
2921,3000000.0
2922,4900000.0
2925,7000000.0
2927,3300000.0
2930,3800000.0
2936,3000000.0
2937,2300000.0
2943,4500000.0
2946,550000.0
2947,3000000.0
2949,270000.0
2952,3600000.0
2953,2600000.0
2955,3700000.0
2957,3200000.0
2960,3900000.0
2962,2400000.0
2963,4100000.0
2969,5500000.0
2977,3000000.0
2979,3300000.0
2980,5500000.0
2992,5500000.0
2994,4500000.0
3002,4200000.0
3008,6500000.0
3009,1600000.0
3011,3200000.0
3016,5000000.0
3022,4700000.0
3023,3900000.0
3031,4000000.0
3035,3000000.0
3039,4400000.0
3045,7500000.0
3048,4000000.0
3052,3100000.0
3055,5000000.0
3056,4500000.0
3058,2000000.0
3068,5000000.0
3069,5500000.0
3070,6500000.0
3072,4500000.0
3073,4800000.0
3074,5500000.0
3075,4400000.0
3077,4800000.0
3080,3500000.0
3091,6000000.0
3102,3000000.0
3106,3500000.0
3116,3900000.0
3123,2700000.0
3124,3600000.0
3126,3900000.0
3130,3500000.0
3137,1600000.0
3139,2100000.0
3146,4600000.0
3147,4200000.0
3152,3700000.0
3160,3300000.0
3166,2900000.0
3168,3400000.0
3170,3400000.0
3172,4100000.0
3173,5500000.0
3176,950000.0
3177,1800000.0
3197,3400000.0
3200,4100000.0
3201,4300000.0
3204,3900000.0
3206,4300000.0
3210,3300000.0
3219,2400000.0
3220,2500000.0
3229,2500000.0
3232,5500000.0
3235,3000000.0
3236,2600000.0
3239,2200000.0
3240,725000.0
3249,3200000.0
3257,3200000.0
3260,5000000.0
3262,4100000.0
3264,2100000.0
3267,3200000.0
3268,2400000.0
3272,3600000.0
3278,3700000.0
3286,3200000.0
3290,2000000.0
3291,2500000.0
3292,4400000.0
3293,3300000.0
3296,2400000.0
3305,3200000.0
3308,2900000.0
3309,2900000.0
3315,2400000.0
3319,2900000.0
3320,2900000.0
3326,4300000.0
3330,3500000.0
3333,2900000.0
3334,5500000.0
3337,3500000.0
3341,2900000.0
3342,3500000.0
3343,2900000.0
3345,3800000.0
3346,3300000.0
3347,725000.0
3355,3100000.0
3358,2400000.0
3359,2300000.0
3361,5000000.0
3362,4600000.0
3364,875000.0
3365,2400000.0
3367,3100000.0
3369,3900000.0
3374,3500000.0
3386,2700000.0
3389,1800000.0
3390,3200000.0
3395,3300000.0
3403,3400000.0
3410,3000000.0
3411,3200000.0
3413,2400000.0
3417,3700000.0
3419,4200000.0
3425,1800000.0
3426,1800000.0
3429,120000.0
3433,2900000.0
3436,3700000.0
3445,1800000.0
3447,3300000.0
3448,4300000.0
3454,3100000.0
3461,3000000.0
3468,3900000.0
3470,2400000.0
3475,2400000.0
3482,2900000.0
3484,2900000.0
3491,6000000.0
3492,120000.0
3496,2700000.0
3500,3400000.0
3514,425000.0
3524,3900000.0
3526,4400000.0
3527,4100000.0
3528,3200000.0
3532,4300000.0
3534,3900000.0
3535,3400000.0
3539,4200000.0
3540,2500000.0
3555,3300000.0
3563,2300000.0
3569,2000000.0
3572,4200000.0
3575,3800000.0
3584,2900000.0
3588,3700000.0
3597,4300000.0
3598,3300000.0
3601,2500000.0
3612,4000000.0
3614,2900000.0
3615,1800000.0
3618,3900000.0
3625,2600000.0
3655,1500000.0
3661,2400000.0
3665,3900000.0
3666,875000.0
3675,3400000.0
3683,5500000.0
3685,2100000.0
3688,3500000.0
3690,5000000.0
3697,2900000.0
3710,950000.0
3716,3000000.0
3727,3200000.0
3738,2600000.0
3745,2000000.0
3749,5500000.0
3754,4000000.0
3776,2900000.0
3778,5500000.0
3784,3200000.0
3786,2500000.0
3788,2200000.0
3791,3600000.0
3803,3700000.0
3809,4600000.0
3811,2400000.0
3817,2900000.0
3820,3000000.0
3824,3200000.0
3826,2400000.0
3829,550000.0
3831,3400000.0
3832,3300000.0
3836,1400000.0
3845,3200000.0
3846,2500000.0
3848,2700000.0
3849,2300000.0
3857,1800000.0
3859,2400000.0
3861,2800000.0
3867,3200000.0
3876,2300000.0
3877,2300000.0
3878,120000.0
3883,1800000.0
3885,2500000.0
3889,1800000.0
3890,2400000.0
3891,2800000.0
3913,2200000.0
3920,3900000.0
3922,1500000.0
3930,2200000.0
3931,3300000.0
3934,4100000.0
3941,3100000.0
3942,675000.0
3945,2400000.0
3950,160000.0
3951,850000.0
3959,270000.0
3960,950000.0
3962,1500000.0
3972,4400000.0
3982,1800000.0
3984,2700000.0
3986,1800000.0
3988,3000000.0
3989,3300000.0
3990,2600000.0
3991,2400000.0
3995,1700000.0
3997,2300000.0
4000,2600000.0
4002,2200000.0
4007,1800000.0
4010,2400000.0
4012,3200000.0
4013,1400000.0
4019,2200000.0
4028,160000.0
4032,2700000.0
4035,2400000.0
4038,2300000.0
4040,3300000.0
4042,2300000.0
4046,2800000.0
4054,2550000.0
4065,4000000.0
4073,1400000.0
4074,950000.0
4084,1800000.0
4106,2500000.0
4108,1400000.0
4109,1200000.0
4110,3800000.0
4111,2400000.0
4112,2700000.0
4113,1400000.0
4115,725000.0
4119,2000000.0
4123,3200000.0
4129,2200000.0
4131,1800000.0
4133,1400000.0
4138,2800000.0
4143,1900000.0
4146,1900000.0
4151,1700000.0
4161,950000.0
4163,2300000.0
4166,750000.0
4168,2500000.0
4171,1800000.0
4180,2200000.0
4185,1800000.0
4189,3200000.0
4190,1400000.0
4191,2500000.0
4197,1800000.0
4201,1800000.0
4208,2500000.0
4213,1400000.0
4219,3400000.0
4221,3200000.0
4226,1400000.0
4233,2200000.0
4241,1500000.0
4245,3400000.0
4256,2300000.0
4261,2500000.0
4262,3200000.0
4268,900000.0
4274,325000.0
4278,1700000.0
4279,2200000.0
4280,3200000.0
4289,2400000.0
4291,2500000.0
4294,2600000.0
4301,3200000.0
4308,2400000.0
4310,3500000.0
4312,2800000.0
4315,2500000.0
4321,2800000.0
4325,2300000.0
4326,2000000.0
4327,1800000.0
4328,800000.0
4329,2500000.0
4341,1800000.0
4343,2300000.0
4349,2400000.0
4350,1400000.0
4357,2100000.0
4359,1800000.0
4362,550000.0
4364,1700000.0
4366,1900000.0
4369,550000.0
4376,2800000.0
4380,3200000.0
4381,2400000.0
4383,1200000.0
4388,1800000.0
4395,3200000.0
4396,3000000.0
4407,1400000.0
4414,2800000.0
4415,1600000.0
4416,3300000.0
4419,700000.0
4425,2500000.0
4427,3200000.0
4432,1700000.0
4433,2500000.0
4435,3200000.0
4440,3200000.0
4441,1000000.0
4443,1600000.0
4446,2900000.0
4454,2800000.0
4462,2200000.0
4474,3000000.0
4481,950000.0
4484,3300000.0
4489,2000000.0
4491,1900000.0
4492,2400000.0
4505,1500000.0
4510,1300000.0
4520,2200000.0
4521,2300000.0
4522,2300000.0
4529,950000.0
4531,1400000.0
4532,1900000.0
4557,2200000.0
4561,2200000.0
4562,2400000.0
4564,1400000.0
4566,1000000.0
4571,2400000.0
4581,2400000.0
4584,3800000.0
4585,1900000.0
4590,2200000.0
4594,2100000.0
4595,1400000.0
4596,1900000.0
4598,2000000.0
4601,2200000.0
4604,2900000.0
4605,3100000.0
4610,1900000.0
4618,1700000.0
4619,2100000.0
4620,1200000.0
4623,2800000.0
4628,1500000.0
4635,1700000.0
4645,1300000.0
4652,2400000.0
4654,1400000.0
4655,2400000.0
4656,1900000.0
4657,725000.0
4661,850000.0
4662,1300000.0
4663,725000.0
4665,2200000.0
4670,2000000.0
4671,2000000.0
4672,2200000.0
4675,1400000.0
4676,1400000.0
4678,2200000.0
4681,1200000.0
4684,1800000.0
4687,1200000.0
4697,2700000.0
4705,1966666.6666666667
4707,2000000.0
4714,1800000.0
4715,1800000.0
4717,1600000.0
4721,1000000.0
4725,2400000.0
4726,1600000.0
4730,2400000.0
4732,1900000.0
4734,1800000.0
4735,1400000.0
4741,1900000.0
4750,1800000.0
4757,1600000.0
4760,1800000.0
4765,1300000.0
4767,1200000.0
4769,1700000.0
4770,925000.0
4773,1600000.0
4775,900000.0
4779,1900000.0
4783,3800000.0
4787,1400000.0
4794,2200000.0
4796,2300000.0
4797,1600000.0
4801,2200000.0
4806,2200000.0
4808,2300000.0
4814,3200000.0
4820,1700000.0
4825,1800000.0
4828,1900000.0
4840,1000000.0
4844,2500000.0
4845,1900000.0
4846,1800000.0
4851,2500000.0
4862,2400000.0
4864,1700000.0
4871,1900000.0
4872,2500000.0
4874,1600000.0
4877,1300000.0
4878,1900000.0
4886,925000.0
4888,1400000.0
4893,1600000.0
4900,1900000.0
4921,2100000.0
4929,1400000.0
4934,1800000.0
4935,2700000.0
4938,1000000.0
4949,1600000.0
4951,1400000.0
4952,1600000.0
4955,2300000.0
4963,2500000.0
4977,1600000.0
4984,1800000.0
4987,1400000.0
4991,1300000.0
5001,725000.0
5002,2200000.0
5011,2200000.0
5012,1800000.0
5015,2000000.0
5018,1100000.0
5022,2500000.0
5024,2100000.0
5027,2700000.0
5031,2200000.0
5042,1833333.3333333333
5043,3900000.0
5044,1400000.0
5048,2300000.0
5054,2700000.0
5055,2700000.0
5056,2500000.0
5059,1400000.0
5065,1200000.0
5066,1800000.0
5070,2500000.0
5072,1700000.0
5078,1300000.0
5083,550000.0
5100,2500000.0
5101,240000.0
5104,1300000.0
5106,2000000.0
5107,1500000.0
5108,2400000.0
5112,1700000.0
5117,2800000.0
5118,1400000.0
5120,2100000.0
5124,1400000.0
5128,2100000.0
5132,1700000.0
5134,1300000.0
5137,2300000.0
5139,1700000.0
5141,2800000.0
5147,1700000.0
5148,1400000.0
5158,2100000.0
5162,1800000.0
5164,3800000.0
5170,1300000.0
5171,1800000.0
5176,1800000.0
5180,2200000.0
5181,2300000.0
5182,1500000.0
5188,2000000.0
5197,2100000.0
5198,2100000.0
5201,1900000.0
5215,500000.0
5216,2500000.0
5217,2100000.0
5220,1800000.0
5221,1800000.0
5223,2000000.0
5226,1400000.0
5227,2400000.0
5233,2400000.0
5239,2000000.0
5240,2700000.0
5242,1600000.0
5243,3150000.0
5245,1900000.0
5247,1300000.0
5252,1800000.0
5255,2500000.0
5260,1900000.0
5264,975000.0
5269,2600000.0
5272,1300000.0
5276,2700000.0
5282,1700000.0
5286,2500000.0
5290,2000000.0
5291,2400000.0
5296,2100000.0
5303,1800000.0
5304,1400000.0
5309,1800000.0
5317,2500000.0
5319,2200000.0
5322,1000000.0
5324,725000.0
5325,1200000.0
5329,2600000.0
5330,3700000.0
5333,2700000.0
5334,2700000.0
5340,1200000.0
5342,120000.0
5346,2300000.0
5349,1600000.0
5350,1500000.0
5355,2400000.0
5360,1700000.0
5374,1000000.0
5376,2800000.0
5377,2300000.0
5389,550000.0
5393,1000000.0
5395,1900000.0
5396,1500000.0
5397,2700000.0
5398,725000.0
5399,1400000.0
5401,1700000.0
5402,1600000.0
5405,1200000.0
5413,2100000.0
5417,1233333.3333333333
5418,1700000.0
5419,1300000.0
5426,875000.0
5429,600000.0
5431,1100000.0
5432,1100000.0
5436,1500000.0
5439,1100000.0
5440,650000.0
5455,575000.0
5456,1000000.0
5468,875000.0
5469,675000.0
5472,700000.0
5473,800000.0
5475,1300000.0
5481,425000.0
5482,1050000.0
5490,700000.0
5494,1100000.0
5499,1800000.0
5504,1100000.0
5513,250000.0
5528,1000000.0
5535,1600000.0
5542,1100000.0
5543,1100000.0
5546,875000.0
5547,1100000.0
5552,475000.0
5553,575000.0
5557,991666.6666666666
5558,1300000.0
5566,1300000.0
5567,775000.0
5576,625000.0
5583,875000.0
5585,250000.0
5590,875000.0
5594,250000.0
5602,1600000.0
5603,1000000.0
5610,925000.0
5620,1100000.0
5623,1100000.0
5641,1400000.0
5647,1300000.0
5649,1000000.0
5660,1400000.0
5661,1300000.0
5668,1000000.0
5673,1200000.0
5675,700000.0
5676,1100000.0
5682,1200000.0
5686,1200000.0
5689,591666.6666666666
5696,825000.0
5713,1400000.0
5715,1700000.0
5717,1100000.0
5724,600000.0
5729,1000000.0
5733,1000000.0
5737,2000000.0
5740,650000.0
5741,1000000.0
5750,875000.0
5758,775000.0
5759,1200000.0
5763,1200000.0
5764,1000000.0
5776,1300000.0
5777,875000.0
5780,700000.0
5783,875000.0
5784,1200000.0
5788,1200000.0
5790,950000.0
5792,587500.0
5794,1200000.0
5799,625000.0
5807,1100000.0
5808,1100000.0
5812,312500.0
5813,1350000.0
5819,1250000.0
5824,1100000.0
5826,1200000.0
5838,1400000.0
5840,1300000.0
5851,1200000.0
5852,1100000.0
5861,1200000.0
5863,775000.0
5870,1200000.0
5871,700000.0
5872,1100000.0
5878,1500000.0
5888,270000.0
5893,1200000.0
5902,1300000.0
5905,1600000.0
5907,1300000.0
5909,825000.0
5922,300000.0
5926,120000.0
5929,1400000.0
5933,1600000.0
5940,1200000.0
5948,625000.0
5949,700000.0
5955,575000.0
5956,312500.0
5959,1400000.0
5962,600000.0
5963,1200000.0
5965,525000.0
5966,1400000.0
5968,1500000.0
5969,950000.0
5970,1200000.0
5971,1900000.0
5972,775000.0
5974,1400000.0
5975,1300000.0
5977,1400000.0
5981,1700000.0
5983,1700000.0
5986,1200000.0
5988,875000.0
5990,1000000.0
5997,1000000.0
5998,700000.0
6002,675000.0
6008,825000.0
6010,825000.0
6013,450000.0
6016,120000.0
6031,750000.0
6032,1400000.0
6036,825000.0
6037,650000.0
6038,1300000.0
6041,1300000.0
6046,825000.0
6047,875000.0
6058,1000000.0
6063,650000.0
6065,750000.0
6066,1300000.0
6081,1100000.0
6085,1100000.0
6086,1100000.0
6088,775000.0
6090,1400000.0
6093,700000.0
6095,775000.0
6098,1300000.0
6099,1200000.0
6104,925000.0
6105,1100000.0
6111,1700000.0
6115,1400000.0
6116,1300000.0
6122,1000000.0
6131,1000000.0
6135,1500000.0
6136,1600000.0
6140,600000.0
6141,1200000.0
6142,1100000.0
6143,625000.0
6144,1100000.0
6145,1100000.0
6151,1100000.0
6152,700000.0
6154,1100000.0
6161,587500.0
6162,1300000.0
6169,1000000.0
