id,count
1107,103.83
1109,42.06
1111,134.65
1112,113.29
1114,312.21
1116,295.08
1117,119.74
1118,83.83
1122,138.67
1124,167.29
1127,116.57
1133,232.09
1134,37.36
1135,120.22
1139,308.34
1143,55.26
1150,114.98
1151,109.14
1153,273.91
1155,28.76
1162,29.83
1163,204.28
1166,22.0
1171,86.38
1172,15.79
1173,259.02
1174,69.21
1177,113.28
1178,163.53
1184,176.66
1185,107.36
1186,112.75
1187,179.11
1188,277.91
1191,141.3
1207,124.11
1213,43.63
1215,126.26
1223,189.49
1227,116.55
1236,57.06
1237,60.18
1238,18.6
1241,30.07
1248,17.07
1250,36.78
1251,167.44
1253,112.46
1255,99.75
1257,192.17
1261,110.2
1262,344.11
1265,129.41
1273,175.69
1277,284.52
1278,118.68
1280,114.84
1284,237.19
1285,337.43
1288,30.95
1295,116.01
1297,363.18
1299,250.03
1304,150.76
1308,43.41
1310,94.17
1311,115.85
1314,92.42
1315,117.2
1318,33.84
1320,328.36
1321,303.2
1322,242.04
1330,121.83
1333,161.15
1334,235.87
1341,127.67
1344,121.89
1351,243.81
1354,100.87
1356,56.36
1363,117.46
1365,209.91
1369,130.26
1373,113.51
1375,104.53
1377,87.6
1379,128.6
1380,287.41
1381,95.5
1384,173.27
1390,171.6
1393,234.2
1395,57.43
1399,328.58
1400,90.76
1401,165.22
1404,168.71
1408,13.46
1409,27.39
1413,224.18
1416,283.93
1418,99.6
1423,104.06
1424,28.7
1425,16.25
1433,240.3
1434,150.79
1436,330.54
1442,257.34
1444,87.09
1445,94.21
1452,232.8
1455,167.51
1462,65.2
1467,76.88
1472,39.42
1475,181.54
1493,116.19
1501,227.87
1503,300.33
1504,240.03
1505,15.28
1511,235.97
1512,61.31
1513,87.48
1514,33.54
1528,244.34
1533,256.61
1534,29.98
1536,154.62
1537,75.84
1539,261.98
1550,229.36
1552,217.76
1554,207.32
1555,370.76
1556,97.36
1559,32.13
1563,255.28
1566,151.1
1567,153.8
1568,30.04
1571,229.09
1572,18.15
1574,55.92
1577,17.23
1583,85.7
1585,31.01
1586,197.64
1587,194.0
1596,153.24
1602,33.76
1604,79.43
1605,33.64
1610,310.21
1611,91.27
1616,31.36
1617,97.98
1618,15.25
1622,41.68
1623,35.23
1628,312.02
1631,17.26
1632,191.32
1633,237.4
1634,314.72
1636,238.36
1637,99.01
1643,132.65
1644,101.84
1646,98.78
1648,220.9
1651,34.62
1656,18.68
1658,143.73
1659,18.35
1665,159.75
1666,139.55
1670,40.87
1674,130.59
1679,204.16
1680,235.12
1683,338.67
1686,28.16
1691,98.29
1693,37.84
1696,37.75
1697,100.14
1703,101.68
1706,28.3
1709,171.51
1710,87.95
1712,186.24
1713,121.24
1718,348.95
1719,172.32
1722,276.45
1723,138.23
1724,285.59
1728,61.85
1730,28.49
1732,29.77
1737,36.84
1745,88.99
1747,14.46
1748,14.56
1755,104.89
1759,16.49
1761,281.2
1764,234.06
1765,153.15
1766,89.27
1768,106.17
1770,30.69
1771,137.8
1774,97.04
1785,131.99
1788,188.58
1792,14.77
1794,235.58
1797,120.37
1798,13.86
1799,265.91
1802,103.95
1806,45.68
1808,83.86
1810,245.52
1818,124.5
1819,380.68
1820,289.33
1822,241.44
1826,237.75
1827,165.21
1835,18.54
1841,118.58
1842,115.97
1843,17.2
1846,45.96
1849,94.94
1850,232.16
1851,180.77
1857,60.16
1858,177.05
1860,98.9
1861,242.0
1864,110.05
1869,329.64
1871,65.63
1872,30.36
1875,17.42
1878,210.97
1879,247.99
1885,88.98
1888,115.26
1889,29.8
1890,95.04
1896,114.53
1897,178.27
1898,120.91
1900,106.45
1905,38.5
1908,114.44
1909,102.25
1913,72.88
1918,110.72
1922,318.27
1923,130.48
1925,277.05
1926,115.0
1927,305.61
1930,205.62
1935,59.32
1939,117.51
1942,97.14
1943,84.42
1948,255.67
1949,272.92
1951,109.4
1953,120.81
1959,130.43
1963,17.61
1967,114.54
1973,274.17
1975,26.82
1976,86.71
1990,122.45
1993,114.6
1997,167.47
1999,123.27
2001,308.16
2004,86.22
2010,102.65
2013,129.54
2017,303.97
2021,87.28
2023,149.28
2026,149.64
2037,30.18
2039,174.86
2041,16.39
2046,28.33
2050,16.86
2060,240.8
2067,103.58
2069,157.25
2072,255.96
2074,141.47
2079,129.01
2083,26.75
2085,171.33
2087,16.74
2093,141.39
2094,30.78
2097,35.39
2103,91.26
2104,60.43
2107,210.44
2108,17.01
2110,92.76
2115,182.46
2117,28.79
2125,323.92
2127,267.21
2133,14.71
2134,372.32
2135,124.75
2141,251.35
2143,43.1
2145,84.71
2146,29.26
2147,293.66
2148,61.88
2149,71.59
2165,129.07
2166,164.49
2177,185.16
